,Country,Country Code,City,Region,Address,Website,Phone #s,Instructor,Latitude,Longitude,Geocode Type,Google Address
108,U.S.A.,US,San Marcos,Texas,"Coming soon in September 2017 1330 Aquarena Springs Dr. Suite 107 San Marcos, TX 78666",,(512) 997-8052,Inst. Eric Morales,29.8921487,-97.9219639,ROOFTOP,"1330 Aquarena Springs Dr #107, San Marcos, TX 78666, USA"
109,U.S.A.,US,The Woodlands East,Texas,"New Location!!! 506 Sawdust Road The Woodlands, TX 77380",http://www.kuksoolwon-woodlands.com/,(713) 937-7885,Inst. Todd Thurman,30.1283807,-95.4503067,ROOFTOP,"506 Sawdust Rd, The Woodlands, TX 77380, USA"
110,U.S.A.,US,The Woodlands West,Texas,"32215 Tamina Road Magnolia, TX 77354",http://www.kswwoodlands.com,(281) 259-6333,JIKJN Joseph Foster,30.2097493,-95.5775839,ROOFTOP,"32215 Tamina Rd, Magnolia, TX 77354, USA"
111,U.S.A.,US,Tomball,Texas,"20295 F.M.2920 Rd. Tomball, TX 77377",http://www.kuksoolwon.com,(281) 255-4321,SIKJN Alex Suh,30.0791333,-95.7397678,RANGE_INTERPOLATED,"20295 Farm to Market 2920, Hockley, TX 77447, USA"
112,KOREA,KR,Baekwoon,Busan,27/1 1414-9 HwamyungDong Buk-Gu Busan Sangsoo Lee,,051-331-7064;011-563-7064,,35.1971347,128.9903711,APPROXIMATE,"Buk-gu, Busan, South Korea"
113,KOREA,KR,Bakcheol,Busan,344-3 Younsan8Dong Younje-Gu Busan Sungyong Park,,051-864-8054;011-558-8054,,35.1795543,129.0756416,APPROXIMATE,"Busan, South Korea"
114,KOREA,KR,Dongrae,Busan,140-94 MyungjangDong Dongrae-Gu Busan   Sungbu Kim,,051-524-4309;011-571-4309,,35.2048575,129.0836402,APPROXIMATE,"Dongnae-gu, Busan, South Korea"
115,KOREA,KR,Dongyoung,Busan,3rd Foloor 487-1 Younsan9Dong Younje-Gu Busan Sangtae Lee,,051-757-0029;018-570-3636,,35.1631139,129.1635509,APPROXIMATE,"Haeundae-gu, Busan, South Korea"
116,KOREA,KR,Gamman,Busan,4th Floor 158-7 Gamman1Dong Nam-Gu Busan Byungho Kim,,051-636-7451;011-856-6841,,35.1365596,129.084364,APPROXIMATE,"Nam-gu, Busan, South Korea"
117,KOREA,KR,Geumgok,Busan,69-1 GeumgokDong Buk-Gu Busan  Gyeongae Jeong,,051-361-2199;016-862-2199,,35.2647664,129.0200197,ROOFTOP,"69-1 Geumgok-dong, Buk-gu, Busan, South Korea"
118,KOREA,KR,Geumsa,Busan,56-21 GeumsaDong Geumjeong-Gu Busan Gilwon Lee,,051-524-4471;011-834-8449,,35.2218087,129.1128073,ROOFTOP,"56-21 Geumsa-dong, Geumjeong-gu, Busan, South Korea"
119,KOREA,KR,Giryong,Busan,960-8 Mangmi1Dong Sooyoung-Gu Busan Jeongguen Kim,,051-757-0049;019-576-0049,,35.145615,129.1130831,APPROXIMATE,"Suyeong-gu, Busan, South Korea"
120,KOREA,KR,Hwalin,Busan,928-18 GuaebeobDong Sasang-Gu Busan Hyunguk Yoon,,051-324-9530;019-503-3067,,35.1526399,128.9908173,APPROXIMATE,"Sasang-gu, Busan, South Korea"
121,KOREA,KR,Hyeonmu,Busan,1384-26 Younsan5Dong Younje-Gu Busan Changgi Kim,,051-861-6894;011-563-6894,,35.1631139,129.1635509,APPROXIMATE,"Haeundae-gu, Busan, South Korea"
122,KOREA,KR,Hyundae,Busan,Hyundae Market 682-1 Gamcheon1Dong Saha-Gu Busan Gyeongcheol Lee,,051-204-4878;011-9284-1606,,35.1044223,128.9747081,APPROXIMATE,"Saha-gu, Busan, South Korea"
123,KOREA,KR,Ilsong,Busan,93-18 Sajik1Dong Dongrae-Gu Busan Sunggil Lee,,051-501-2625;019-9155-2625,,35.2048575,129.0836402,APPROXIMATE,"Dongnae-gu, Busan, South Korea"
124,KOREA,KR,Jagang,Busan,3rd Floor 563-4 Woo1Dong Haewoondae-Gu Busan Seungman Kim,,051-744-0034;017-565-7544,,35.1631139,129.1635509,APPROXIMATE,"Haeundae-gu, Busan, South Korea"
125,KOREA,KR,Jangsan,Busan,1069-1 Woo2Dong Haewoondae-Gu Busan Young Jang,,051-731-1162,,35.1631139,129.1635509,APPROXIMATE,"Haeundae-gu, Busan, South Korea"
126,KOREA,KR,Jeongmu,Busan,1038-15 Banyeo1Dong Haewoondae-Gu Busan Gwangsu Gwak,,051-521-2879;011-849-2879,,35.1631139,129.1635509,APPROXIMATE,"Haeundae-gu, Busan, South Korea"
127,KOREA,KR,Jungahn,Busan,538-5 Bu-amDong Busanjin-Gu Busan Jeonghwan Choi,,051-807-8391;016-594-7573,,35.1630009,129.0531722,APPROXIMATE,"Busanjin-gu, Busan, South Korea"
128,KOREA,KR,Jurye,Busan,66-1 Jurye2Dong Sasang-Gu Busan Seounyong Noh,,,,35.1526399,128.9908173,APPROXIMATE,"Sasang-gu, Busan, South Korea"
129,KOREA,KR,Moonhyun,Busan,205-64 Moonhyun3Dong Nam-Gu Busan Donghan Gang,,051-645-8957;011-847-9971,,35.1365596,129.084364,APPROXIMATE,"Nam-gu, Busan, South Korea"
130,KOREA,KR,Moonmu,Busan,11/1 199-8 YounjiDong Jin-Gu Busan  Myungbong Moon,,051-803-5783;019-502-5783,,35.1630009,129.0531722,APPROXIMATE,"Busanjin-gu, Busan, South Korea"
131,KOREA,KR,Namcheon,Busan,217 Namcheon1Dong Sooyoung-Gu Busan  Taesu Moon,,051-628-1546;011-558-1546,,35.1795543,129.0756416,APPROXIMATE,"Busan, South Korea"
132,KOREA,KR,Namsan,Busan,No.209 Geosung-Regency 96-1 NamsnaDong Geumjeong-Gu Busan Bongsub Shim,,,,35.18305400000001,129.067003,ROOFTOP,"해맞이로 109번길 61 Geoje 4(sa)-dong, Yeonje-gu, Busan, South Korea"
133,KOREA,KR,Phil,Busan,No.1001 Youngdong-Plaza JwaDong Haewoondae-Gu Busan Younggeun Gye,,051-701-5588;018-563-7503,,12.879721,121.774017,APPROXIMATE,Philippines
134,KOREA,KR,Seobu,Busan,430-2 Guejeong3Dong Saha-Gu Busan Philhoi Gu,,051-204-7113;019-367-7113,,35.1158445,128.9664379,ROOFTOP,"South Korea, Busan, Saha-gu, Hadan 2(i)-dong, 838-3 -dong,"
135,KOREA,KR,Songdo,Busan,Beach Market 354-1 AmnamDong Seo-Gu Busan Seoungtae Kim,,051-243-5382;011-834-0865,,35.0715916,129.0120484,APPROXIMATE,"Amnam-dong, Seo-gu, Busan, South Korea"
136,KOREA,KR,Sungung,Busan,4th Floor One-Plaza 510-1 Dongsam1Dogn Youngdo-Gu Busan Jongsik Lee Cellular:,,017-553-5940,,35.0912316,129.0681448,APPROXIMATE,"Yeongdo-gu, Busan, South Korea"
137,KOREA,KR,Taeyang,Busan,432-24 Mangmi1Dong Sooyoung-Gu Busan Jinbae Seo,,051-752-6635;017-556-6635,,35.1604661,128.6601799,GEOMETRIC_CENTER,"Yeojwa-dong, Jinhae-gu, 창원시 Gyeongsangnam-do, South Korea"
138,KOREA,KR,Umgung,Busan,465-16 UmgoongDong Sasang-Gu Busan Changwoo Lim,,051-322-7927;019-599-7927,,35.1526399,128.9908173,APPROXIMATE,"Sasang-gu, Busan, South Korea"
139,KOREA,KR,Yeonjae,Busan,956 Geoje2Dong Youngje-Gu Busan Jaekyu Kim,,051-504-4475;011-9514-2063,,35.1631139,129.1635509,APPROXIMATE,"Haeundae-gu, Busan, South Korea"
140,KOREA,KR,Yeonmu,Busan,1367-1 Mora2Dong Sasang-Gu Busan Hyunjin Cho,,051-327-8338;016-562-8337,,35.1526399,128.9908173,APPROXIMATE,"Sasang-gu, Busan, South Korea"
141,KOREA,KR,Yongjin,Busan,1153-3 Jaesong2Dong Haewoondae-Gu Busan Juhyun Shin,,,,35.159802,129.0589796,ROOFTOP,"24 Jungang-daero 743beon-gil, Bujeon-dong, Busanjin-gu, Busan, South Korea"
142,KOREA,KR,Youngju,Busan,23-15 YoungjuDong Jung-Gu Busan Inseok Suh,,011-889-8611,,35.1061462,129.0323417,APPROXIMATE,"Jung-gu, Busan, South Korea"
143,KOREA,KR,Daegu,Daegu,705-1 Seongdang2Dong Dalseo-Gu Daegu Yonggi Kim,,053-628-4567;011-9572-4567,,35.8298561,128.5327576,APPROXIMATE,"Dalseo-gu, Daegu, South Korea"
144,KOREA,KR,Gimcheon,Gyeongbuk,Hwang Geum Kindergarten 79-3 HwanggeumDong Gimcheon-Si Gyeongbuk Jongseok Ghang,,054-439-9737;011-813-9737,,36.1172548,128.1231397,ROOFTOP,"79-3 Hwanggeum-dong, Gimcheon, Gyeongsangbuk-do, South Korea"
145,KOREA,KR,Gyeongju,Gyeongbuk,33-4 NohseoDong Gyeongju-Si Gyeongbuk Byungcheol Yoo,,054-744-0799;011-822-0799,,35.8561719,129.2247477,APPROXIMATE,"Gyeongju-si, Gyeongsangbuk-do, South Korea"
146,KOREA,KR,Dosan,Gwangju,824-4 DosanDong Gwangsan-Gu Gwangju Jong-geun Kim,,062-942-7761;016-9886-5684,,35.1304368,126.79519,ROOFTOP,"824-4 Dosan-dong, Gwangsan-gu, Kwangju, South Korea"
147,KOREA,KR,Jeil,Gwangju,1299-5 DosanDong Gwangsan-Gu Gwangju Joonsung Lee,,062-941-7760,,35.1293662,126.7885152,ROOFTOP,"1299-5 Dosan-dong, Gwangsan-gu, Kwangju, South Korea"
148,KOREA,KR,Moodeung,Gwangju,1050-29 Juwol1Dong Nam-Gu Gwangju Yang Heo,,062-673-3879;016-624-1335,,35.1221068,126.9079579,APPROXIMATE,"Nam-gu, Gwangju, South Korea"
149,KOREA,KR,Seobu,Gwangju,4th Floor 174-15 Du-Am-Dong Buk-Gu Gwangju Sungjae Yoon,,062-266-7750;016-629-7760,,35.1740167,126.9119842,APPROXIMATE,"Buk-gu, Gwangju, South Korea"
150,KOREA,KR,Shin-ga,Gwangju,BogwangKindergarten 783-1 WoonnamDong Gwangsan-Gu Gwangju Gwanghyung Cho,,062-955-7760;062-955-7760,,35.1394638,126.7937183,APPROXIMATE,"Gwangsan-gu, Gwangju, South Korea"
151,KOREA,KR,Sinchon,Gwangju,783-4 WoonnamDong Gwangsan-Gu Gwangju Jihoon Park,,062-955-7292;011-9603-3478,,35.1394638,126.7937183,APPROXIMATE,"Gwangsan-gu, Gwangju, South Korea"
152,KOREA,KR,Sochon,Gwangju,Underground 611 SochonDong Gwangsan-Gu Gwangju Jongsoo Kim,,062-944-7759;016-9701-7759,,35.146438,126.7915665,ROOFTOP,"611 Sochon-dong, Gwangsan-gu, Kwangju, South Korea"
153,KOREA,KR,Songjeong,Gwangju,578-14 SongjeongDong Gwangsan-Gu Gwangju Dongbeom Shin,,062-942-7754;018-694-7760,,35.1403156,126.7979765,ROOFTOP,"578-14 Songjeong-dong, Gwangsan-gu, Kwangju, South Korea"
154,KOREA,KR,Sungdo,Gwangju,728-4 Hwajeong2Dong Seo-Gu Gwangju Sungjang Wi,,062-365-6033;016-611-8925,,37.3839118,126.6438546,APPROXIMATE,"Songdo-dong, Yeonsu-gu, Incheon, South Korea"
155,KOREA,KR,Taegeuk,Gwangju,4th Floor Samho-Garden 37-10 DongrimDong Buk-Gu Gwangju Jeon-gil Lee,,062-513-9490;016-605-9490,,35.1563184,126.9050228,GEOMETRIC_CENTER,"South Korea, 유동 42-1번지 북구 광주광역시 KR"
156,KOREA,KR,Cheongryong,Gyeongnam,21-14 MyungseoDong Changwon-Si Gyeongnam Jongjoo Kang,,055-238-1586;011-872-2008,,35.4606,128.2132,APPROXIMATE,"Gyeongsangnam-do, South Korea"
157,KOREA,KR,Cheonji,Gyeongnam,239-10 Seok-Kye-Ri Sangbuk-Myun Yangsan-Si Gyeongnam Changho Lee,,055-375-4624;011-550-1250,,35.4606,128.2132,APPROXIMATE,"Gyeongsangnam-do, South Korea"
158,KOREA,KR,Chungryong,Gyeongnam,4th Floor Daeyoung Bldg. 5-67 HaewoonDong Masan-Si Gyeongnam Yoonsan Choi,,055-242-1768;011-869-1768,,35.213516,128.581433,APPROXIMATE,"Masan, South Korea"
159,KOREA,KR,Dongsang,Gyeongnam,881 DongsangDong Gimhae-Si Gyeongnam Sungbok Song,,055-333-3579;011-9315-8420,,35.2361512,128.8833725,ROOFTOP,"881 Dongsang-dong, Gimhae, Gyeongsangnam-do, South Korea"
160,KOREA,KR,Gangin,Gyeongnam,1281-53 Okpo2Dong Geoje-Si Gyeongnam Jaein Ghang,,055-687-4201;017-582-4201,,34.8806427,128.6210824,APPROXIMATE,"Geoje-si, Gyeongsangnam-do, South Korea"
161,KOREA,KR,Gimhae,Gyeongnam,155-7 SambangDong Gimhae-Si Gyeongnam Siyoung Gong,,055-334-9302;011-851-3001,,35.2482934,128.9070748,ROOFTOP,"155-7 Sambang-dong, Gimhae, Gyeongsangnam-do, South Korea"
162,KOREA,KR,Gimhae 2,Gyeongnam,1097-18 NaeDong Gimhae-Si Gyeongnam Sugan Jang,,055-322-9232;011-874-9232,,35.23876620000001,128.8614776,ROOFTOP,"1097-18 Nae-dong, Gimhae, Gyeongsangnam-do, South Korea"
163,KOREA,KR,Goosan,Gyeongnam,478 GoosanDong Gimhae-Si Gyeongnam Jonghyun Jin,,055-339-3010;011-832-1229,,35.2285451,128.8893517,APPROXIMATE,"Gimhae-si, Gyeongsangnam-do, South Korea"
164,KOREA,KR,Gyeongnam,Gyeongnam,474-8 Jindong-Ri Jindong-Myun Masan-Si Gyeongnam Soonseok Cho,,011-889-5490,,35.1148888,128.4876902,ROOFTOP,"474-8 Jindong-ri, Jindong-myeon, Masanhappo-gu, Gyeongsangnam-do, South Korea"
165,KOREA,KR,Haman,Gyeongnam,471-4 Malsan-Ri Gaya-Eup Ham-An-Gun Gyeongnam Jaseoung Goo,,055-583-8470;011-868-8470,,35.2774607,128.406611,ROOFTOP,"471-4 Malsan-ri, Gaya-eup, Haman, Gyeongsangnam-do, South Korea"
166,KOREA,KR,Hanmu,Gyeongnam,3rd Floor 29-30 ManggyeongbukDong Jinju-Si Gyeongnam Byungsoo Kim,,055-761-8079;011-598-1951,,35.1799817,128.1076213,APPROXIMATE,"Jinju-si, Gyeongsangnam-do, South Korea"
167,KOREA,KR,Horim,Gyeongnam,3rd Floor WholeSale-Mart 669-1 Gooseong-Ri Chilwon-Myun Ham-An-Gun Gyeongnam Byungcheol Ahn,,055-587-1466;017-591-1466,,35.4606,128.2132,APPROXIMATE,"Gyeongsangnam-do, South Korea"
168,KOREA,KR,Jaeil,Gyeongnam,59-6 Shinbang-Ri Dong-Eup Changwon-Si Gyeongnam Younghwan Choi,,055-255-7221;011-9309-0425,,35.2847297,128.6823332,APPROXIMATE,"Dong-eup, Uichang-gu, Gyeongsangnam-do, South Korea"
169,KOREA,KR,Jinhae,Gyeongnam,No.405 Daepoong-Sporville GyeonghwaDong Jinhae-Si Gyeongnam Yiseok Byun,,055-547-7435;011-866-7028,,35.1330251,128.7100381,APPROXIMATE,"Jinhae-gu, Gyeongsangnam-do, South Korea"
170,KOREA,KR,Jinyoung,Gyeongnam,301 SeongeunVilla-B JinyoungRi JinyoungEup GimhaeSi Gyeongnam Hyunsu Cho,,055-345-0789;011-878-0788,,35.2285451,128.8893517,APPROXIMATE,"Gimhae-si, Gyeongsangnam-do, South Korea"
171,KOREA,KR,Jinyoung 2,Gyeongnam,711-18 Yeorae-Ri Jinyoung-Eup Changwon-Si Gyeongnam Hyunsoo Cho,,055-345-0789;011-878-0788,,35.3024601,128.7366381,ROOFTOP,"711-18 Yeorae-ri, Jinyeong-eup, Gimhae, Gyeongsangnam-do, South Korea"
172,KOREA,KR,Milyang,Gyeongnam,1559-3 Nae-iDong Milyang-Si Gyeongnam Jungil Kwon,,055-353-1286;011-734-1286,,35.1883682,128.8449943,APPROXIMATE,"I-dong, Gimhae-si, Gyeongsangnam-do, South Korea"
173,KOREA,KR,Moonmu,Gyeongnam,447-1 BukjeongDong Yangsan-Si Gyeongnam Myungbong Moon,,055-381-1713;019-502-5783,,35.3625645,129.0473452,ROOFTOP,"447-1 Bukjeong-dong, Yangsan, Gyeongsangnam-do, South Korea"
174,KOREA,KR,Mujeok,Gyeongnam,789-5 Beom-Eo-Ri Mulgeum-Eup Yangsan-Si Gyeongnam Gyeongmin Kim,,055-384-7280;017-872-7280,,35.3288979,129.0040965,ROOFTOP,"789-5 Beomeo-ri, Mulgeum-eup, Yangsan, Gyeongsangnam-do, South Korea"
175,KOREA,KR,Sobaek,Gyeongnam,647-16 Hwoiwon2Dong Hwoiwonn-Gu Masan-Si Gyeongnam Sukhwan Yoon,,055-221-3800;017-598-4050,,35.213516,128.581433,APPROXIMATE,"Masan, South Korea"
176,KOREA,KR,Hwanho,Jeju,1884-2 Hagwi2-Ri Aewol-Eup Bukjeju-Gun Jeju Taegwan Kim,,064-713-7470;018-695-7470,,33.4890113,126.4983023,APPROXIMATE,"Jeju-do, South Korea"
177,KOREA,KR,Jeju,Jeju,580-3 SongsanDong Seogwipo-Si Jeju Hwang-geum Goh,,064-739-0234;017-699-0234,,33.2450722,126.5660903,APPROXIMATE,"Songsan-dong, Seogwipo-si, Jeju-do, South Korea"
178,KOREA,KR,Muryong,Jeju,04-2 DongheungDong Seogwipo-Si Jeju Sanghun Oh,,064-732-8773;016-686-8773,,33.4890113,126.4983023,APPROXIMATE,"Jeju-do, South Korea"
179,KOREA,KR,Yongin,Jeju,281-17 YounDong Jeju-Si Jeju Myungjin Chae,,064-744-6693;011-692-6693,,33.4996213,126.5311884,APPROXIMATE,"Jeju-si, Jeju-do, South Korea"
180,KOREA,KR,Yongin 2,Jeju,59-5 Ildo2Dong Jeju-Si Jeju Dongil Ghang,,,,33.4996213,126.5311884,APPROXIMATE,"Jeju-si, Jeju-do, South Korea"
181,KOREA,KR,Ariranghouse,Jeonbuk,568-133 SeonohsongDong Deokjin-Gu Jeonju-Si Jeonbuk Jinoh Kim,,063-285-1250,,35.8293872,127.1343073,APPROXIMATE,"Deokjin-gu, Jeonju-si, Jeollabuk-do, South Korea"
182,KOREA,KR,Baekam,Jeonnam,8 Jungang2Ga Mokpo-Si Jeonnam Youngmahn Kim,,061-244-7009;018-466-9222,,34.8118351,126.3921664,APPROXIMATE,"Mokpo-si, Jeollanam-do, South Korea"
183,KOREA,KR,Dosan,Jeonbuk,828-2 YoungdeungDong Iksan-Si Jeonbuk Yongbok Lee,,063-833-6543;011-656-9565,,35.9482858,126.9575991,APPROXIMATE,"Iksan, Jeollabuk-do, South Korea"
184,KOREA,KR,Gangjin,Jeonnam,51-10 Namseong-Ri Gangjin-Eup Gangjin-Gun Jeonnam Hongjae Jeong,,061-434-2294;011-9973-2294,,34.6399113,126.7718155,ROOFTOP,"51-10 Namseong-ri, Gangjin-eup, Gangjin, Jeollanam-do, South Korea"
185,KOREA,KR,Geumyoul,Jeonbuk,50 InhwaDong1Ga Iksan-Si Jeonbuk Geumyoul Goh,,063-856-8758;016-601-8758,,35.9482858,126.9575991,APPROXIMATE,"Iksan, Jeollabuk-do, South Korea"
186,KOREA,KR,Gun-gang,Jeonnam,2-3 SangrakDong-2Ga Mokpo-Si Jeonnam Hyungjun Kim,,061-244-4827,,34.8118351,126.3921664,APPROXIMATE,"Mokpo-si, Jeollanam-do, South Korea"
187,KOREA,KR,Jeonju,Jeonbuk,496-20 JungnohsongDong2Ga Wansan-Gu Jeonju-Si Jeonbuk Gyuhong Jang,,063-288-5055;016-9654-5055,,35.812111,127.1199201,APPROXIMATE,"Wansan-gu, Jeonju-si, Jeollabuk-do, South Korea"
188,KOREA,KR,Murim,Jeonnam,188 Shinwol-Ri Bukil-Myun Haenam-Gun Jeonnam     Hyunmin Choi,,061-534-3249;011-9613-3249,,34.8679,126.991,APPROXIMATE,"Jeollanam-do, South Korea"
189,KOREA,KR,Yongmun 1,Jeonbuk,843-7 InhooDong1Ga Deokjin-Gu Jeonju-Si Jeonbuk Sungdong Lee,,063-241-7775;019-656-8833,,35.8293872,127.1343073,APPROXIMATE,"Deokjin-gu, Jeonju-si, Jeollabuk-do, South Korea"
190,KOREA,KR,Yongmun 2,Jeonbuk,846-1 SeoshinDong Wansan-Gu Jeonju-Si Jeonbuk Daejin Lee,,063-222-1346;017-624-4456,,35.812111,127.1199201,APPROXIMATE,"Wansan-gu, Jeonju-si, Jeollabuk-do, South Korea"
191,KOREA,KR,Yoodal,Jeonnam,4th Floor 983 SangDong Mokpo-Si Jeonnam Sijong Yang,,061-282-2004,,34.8013652,126.4222849,ROOFTOP,"4th Floor, 983 Sang-dong, Mokpo-si, Jeollanam-do, South Korea"
192,KOREA,KR,Youngwol-Gun,Gangwon,1111 3Ban Youngheung8Ri Youngwol-Eup Youngwol-Gun Gangwon Boknam Myuong,,033-373-2124;011-9243-7468,,37.183637,128.4617535,APPROXIMATE,"Yeongwol-gun, Gangwon-do, South Korea"
193,KOREA,KR,Dong-Gu,Daegu,136-156 Sinam4-Dong Dong-Gu Daegu Dong-Gu Daegu,,053-942-4414;053-942-4415,,35.8859229,128.6263049,ROOFTOP,"136-156 Sinam-dong, Dong-gu, Daegu, South Korea"
194,KOREA,KR,Gwangmyung-Si,Gyeonggi,281-43 Gwangmyung5Dong Gwangmyung-Si Gyeonggi Myungsung Choi,,02-2682-4892;011-228-4892,,37.4784878,126.8642888,APPROXIMATE,"Gwangmyeong-si, Gyeonggi-do, South Korea"
195,KOREA,KR,Yangcheon-Gu,Seoul,4th Floor Sangmun Bldg. Shinwol7Dong Yangcheon-Gu Seoul Seonghyung Kim,,02-2608-5385;011-9637-4169,,37.5168721,126.8663985,APPROXIMATE,"Yangcheon-gu, Seoul, South Korea"
196,KOREA,KR,Dongdaemun-Gu,Seoul,5th Floor 309-4 Jangan2Dong Dongdaemun-Gu Seoul Wooryeong Park,,02-2215-4283;011-201-4283,,37.57436819999999,127.0400189,APPROXIMATE,"Dongdaemun-gu, Seoul, South Korea"
197,KOREA,KR,Choonhae,Ulsan,728-7 Gokcheon-Ri Woongcheon-Myun Ulsan Soogham Song,,052-277-4657;018-674-4657,,35.4593123,129.1960932,ROOFTOP,"728-7 Gokcheon-ri, Ungchon-myeon, Ulju-gun, Ulsan, South Korea"
198,KOREA,KR,Dosung,Ulsan,786-2 TaehwaDong Jung-Gu Ulsan Seokgyu Lim,,052-224-2604;052-249-5162,,35.5533474,129.2928293,ROOFTOP,"786-2 Taehwa-dong, Jung-gu, Ulsan, South Korea"
199,KOREA,KR,Haeryong 2,Ulsan,197 Deokha-Ri Cheongryang-Myun Uljoo-Gun Ulsan Sangtaek Park,,052-277-8525;011-9327-0607,,35.4932195,129.305922,APPROXIMATE,"Cheongnyang-myeon, Ulju-gun, Ulsan, South Korea"
200,KOREA,KR,Moonhyun,Ulsan,1134-8 Bang-Eo-Dong Dong-Gu Ulsan Chnawook Sung,,052-201-2300;019-633-5556,,35.5048563,129.4166007,APPROXIMATE,"Dong-gu, Ulsan, South Korea"
201,KOREA,KR,Muryong,Ulsan,3rd Floor DaeshinBldg. 625-25 YaksaDong Jung-Gu Ulsan Sanghun Lee,,052-297-0606;018-567-0606,,35.5684565,129.3424177,ROOFTOP,"625-25 Yaksa-dong, Jung-gu, Ulsan, South Korea"
202,KOREA,KR,Muryong 2,Ulsan,43-1 HwabongDong Buk-Gu Ulsan Gyuhyun Kim,,052-289-5353;016-881-5353,,35.5950525,129.3716568,ROOFTOP,"43 Hwabong-dong, Buk-gu, Ulsan, South Korea"
203,KOREA,KR,Muryong 3,Ulsan,Underground Geumho-Market 775-6 DalDong Nam-Gu Ulsan Sanghun Lee,,018-567-0606,,35.5317994,129.3245178,ROOFTOP,"775-6 Dal-dong, Nam-gu, Ulsan, South Korea"
204,KOREA,KR,Muryong 4,Ulsan,745-96 ShincheonDong Buk-Gu Ulsan Ghangsik Choi,,,,35.58273399999999,129.3609087,APPROXIMATE,"Buk-gu, Ulsan, South Korea"
205,KOREA,KR,Muryong 5,Ulsan,482-6 Mugeo2Dong Nam-Gu Ulsan Sanghun Lee,,018-567-0606,,35.54368300000001,129.3298017,APPROXIMATE,"Nam-gu, Ulsan, South Korea"
206,KOREA,KR,Nammok,Ulsan,Nammok Market 310-15 DongbuDong Dong-Gu Ulsan Daeok Ghang,,052-243-6300;011-884-1670,,35.5246872,129.4315158,APPROXIMATE,"Nammok 2(i)-dong, Dong-gu, Ulsan, South Korea"
207,KOREA,KR,Samho,Ulsan,1185-1 Mugeo1Dong Nam-Gu Ulsan Sanghyung Lee,,052-247-3883;018-587-8744,,35.54368300000001,129.3298017,APPROXIMATE,"Nam-gu, Ulsan, South Korea"
208,KOREA,KR,Ulsan,Ulsan,Daeha Crystal-Market 851-6 HwajeongDong Dong-Gu Ulsan Sangsik Seo,,052-252-8833;011-558-8833,,35.5383773,129.3113596,APPROXIMATE,"Ulsan, South Korea"
209,KOREA,KR,Yeongnam,Ulsan,1833-4 Shinjeong4Dong Nam-Gu Ulsan Yiwon Jeong,,052-256-1838;011-574-1838,,35.54368300000001,129.3298017,APPROXIMATE,"Nam-gu, Ulsan, South Korea"
210,UNITED KINGDOM,GB,Acle,England,"Acle War Memoria Centre Bridwell Lane Acle, Norfolk",,07955 968346,Inst. Antony Johnson,52.6419404,1.5489589,GEOMETRIC_CENTER,"War Memorial, Acle, Norwich NR13 3RA, UK"
211,UNITED KINGDOM,GB,Attleborough,England,"Attleborough Sports Hall Queens Square, Attleborough, Norfolk",http://kuksoolwon-gillingwater.org/,01379 854465;07775 890359,PKJN Andy Gillingwater,52.5195864,1.0170669,GEOMETRIC_CENTER,"Queen's Square, Attleborough NR17 2AF, UK"
212,UNITED KINGDOM,GB,Bedworth,England,"Nicholas Chaimberlain Technology College Bulkington Road Bedworth, CV12 9EA",,01455 447332,Inst. David Watts,52.479598,-1.460084,GEOMETRIC_CENTER,"Bulkington Rd, Bedworth CV12 9EA, UK"
213,UNITED KINGDOM,GB,Bexhill on Sea,England,Bexhill High School Gunters Lane Bexhill,,07540 179194,PKJN Robin Holmes,50.855256,0.4552571,GEOMETRIC_CENTER,"Gunters Ln, Bexhill, Bexhill-on-Sea TN39 4BY, UK"
214,UNITED KINGDOM,GB,Birmingham,England,Peter Hill Road Brierley Hill Birmingham,,01530 273175;07880 706684;01530 273175,JIKJN John Gravenall,52.4625181,-2.1327339,GEOMETRIC_CENTER,"Peter's Hill Rd, Brierley Hill DY5, UK"
215,UNITED KINGDOM,GB,Birmingham (North),England,Coming soon in April 2019! S.C. Grammar School for Girls Jockey Road Sutton Coldfield Birmingham B73 5PT,,07969 911477,Instr. James Chapman,52.48624299999999,-1.890401,APPROXIMATE,"Birmingham, UK"
216,UNITED KINGDOM,GB,Boston,England,"Unit 3,Marsh Lane Boston PE21 7SB",http://www.kuksoolwonboston.co.uk,07710 444662,PKJN. Jatinder Boyall,52.96449699999999,-0.022493,ROOFTOP,"3 Marsh Ln, Boston PE21 7RJ, UK"
217,UNITED KINGDOM,GB,Bury St. Edmunds,England,"31 Eastern Way Bury St. Edmunds, Suffolk IP32 7AB",,01638 715934;07765 718322,JIKJN Richard Jones,52.2507022,0.7243385,ROOFTOP,"31 Eastern Way, Bury Saint Edmunds IP32 7AB, UK"
218,UNITED KINGDOM,GB,Cambridge,England,Hills Road Sports Purbeck Road Cambridge   CB2 8PF,,07412 546642,JIKJN Darren Hart,52.1873186,0.1349409,GEOMETRIC_CENTER,"Purbeck Rd, Cambridge CB2 8PF, UK"
219,UNITED KINGDOM,GB,Claygate,England,162 Hare Lane Claygate Surrey  KT10 0RD,http://www.ksw-oxshottandbookham.co.uk,07973 173892,PKJN James Barker,51.3602296,-0.3412156,ROOFTOP,"162 Hare Ln, Claygate, Esher KT10 0RD, UK"
